2015-12-24 04:00:03.295938,Mazagaon,NO2,172
2015-12-24 04:00:03.295938,Mazagaon,CO,29
2015-12-24 04:00:03.295938,Mazagaon,O3,70
2015-12-24 04:00:03.295938,Worali,PM10,113
2015-12-24 04:00:03.295938,Worali,PM2.5,180
2015-12-24 04:00:03.295938,Worali,NO2,43
2015-12-24 04:00:03.295938,Worali,CO,29
2015-12-24 04:00:03.295938,Worali,O3,14
2015-12-24 04:00:03.295938,BKC,PM10,132
2015-12-24 04:00:03.295938,BKC,PM2.5,256
2015-12-24 04:00:03.295938,BKC,NO2,170
2015-12-24 04:00:03.295938,BKC,CO,
2015-12-24 04:00:03.295938,BKC,O3,21
2015-12-24 04:00:03.295938,Borivali,PM10,151
2015-12-24 04:00:03.295938,Borivali,PM2.5,280
2015-12-24 04:00:03.295938,Borivali,NO2,101
2015-12-24 04:00:03.295938,Borivali,CO,29
2015-12-24 04:00:03.295938,Borivali,O3,11
2015-12-24 04:00:03.295938,Chembur,PM10,182
2015-12-24 04:00:03.295938,Chembur,PM2.5,312
2015-12-24 04:00:03.295938,Chembur,NO2,62
2015-12-24 04:00:03.295938,Chembur,CO,29
2015-12-24 04:00:03.295938,Chembur,O3,23
2015-12-24 04:00:03.295938,Andheri,PM10,177
2015-12-24 04:00:03.295938,Andheri,PM2.5,326
2015-12-24 04:00:03.295938,Andheri,NO2,74
2015-12-24 04:00:03.295938,Andheri,CO,29
2015-12-24 04:00:03.295938,Andheri,O3,39
2015-12-24 04:00:03.295938,Malad,PM10,177
2015-12-24 04:00:03.295938,Malad,PM2.5,338
2015-12-24 04:00:03.295938,Malad,NO2,181
2015-12-24 04:00:03.295938,Malad,CO,
2015-12-24 04:00:03.295938,Malad,O3,4
2015-12-24 04:00:03.295938,Bhandup,PM10,154
2015-12-24 04:00:03.295938,Bhandup,PM2.5,297
2015-12-24 04:00:03.295938,Bhandup,NO2,81
2015-12-24 04:00:03.295938,Bhandup,CO,29
2015-12-24 04:00:03.295938,Bhandup,O3,31
2015-12-24 04:00:03.295938,Colaba,PM10,119
2015-12-24 04:00:03.295938,Colaba,PM2.5,167
2015-12-24 04:00:03.295938,Colaba,NO2,26
2015-12-24 04:00:03.295938,Colaba,CO,29
2015-12-24 04:00:03.295938,Colaba,O3,33
2015-12-24 08:00:04.164231,Mazagaon,PM10,116
2015-12-24 08:00:04.164231,Mazagaon,PM2.5,211
2015-12-24 08:00:04.164231,Mazagaon,NO2,172
2015-12-24 08:00:04.164231,Mazagaon,CO,29
2015-12-24 08:00:04.164231,Mazagaon,O3,70
2015-12-24 08:00:04.164231,Worali,PM10,117
2015-12-24 08:00:04.164231,Worali,PM2.5,198
2015-12-24 08:00:04.164231,Worali,NO2,43
2015-12-24 08:00:04.164231,Worali,CO,29
2015-12-24 08:00:04.164231,Worali,O3,70
2015-12-24 08:00:04.164231,BKC,PM10,128
2015-12-24 08:00:04.164231,BKC,PM2.5,242
2015-12-24 08:00:04.164231,BKC,NO2,166
2015-12-24 08:00:04.164231,BKC,CO,29
2015-12-24 08:00:04.164231,BKC,O3,29
2015-12-24 08:00:04.164231,Borivali,PM10,151
2015-12-24 08:00:04.164231,Borivali,PM2.5,280
2015-12-24 08:00:04.164231,Borivali,NO2,79
2015-12-24 08:00:04.164231,Borivali,CO,29
2015-12-24 08:00:04.164231,Borivali,O3,68
2015-12-24 08:00:04.164231,Chembur,PM10,182
2015-12-24 08:00:04.164231,Chembur,PM2.5,312
2015-12-24 08:00:04.164231,Chembur,NO2,62
2015-12-24 08:00:04.164231,Chembur,CO,
2015-12-24 08:00:04.164231,Chembur,O3,89
2015-12-24 08:00:04.164231,Andheri,PM10,177
2015-12-24 08:00:04.164231,Andheri,PM2.5,326
2015-12-24 08:00:04.164231,Andheri,NO2,74
2015-12-24 08:00:04.164231,Andheri,CO,29
2015-12-24 08:00:04.164231,Andheri,O3,39
2015-12-24 08:00:04.164231,Malad,PM10,169
2015-12-24 08:00:04.164231,Malad,PM2.5,330
2015-12-24 08:00:04.164231,Malad,NO2,164
2015-12-24 08:00:04.164231,Malad,CO,
2015-12-24 08:00:04.164231,Malad,O3,51
2015-12-24 08:00:04.164231,Bhandup,PM10,148
2015-12-24 08:00:04.164231,Bhandup,PM2.5,266
2015-12-24 08:00:04.164231,Bhandup,NO2,67
2015-12-24 08:00:04.164231,Bhandup,CO,29
2015-12-24 08:00:04.164231,Bhandup,O3,59
2015-12-24 08:00:04.164231,Colaba,PM10,117
2015-12-24 08:00:04.164231,Colaba,PM2.5,160
2015-12-24 08:00:04.164231,Colaba,NO2,29
2015-12-24 08:00:04.164231,Colaba,CO,29
2015-12-24 08:00:04.164231,Colaba,O3,68
2015-12-24 12:00:03.489697,Mazagaon,PM10,116
2015-12-24 12:00:03.489697,Mazagaon,PM2.5,211
2015-12-24 12:00:03.489697,Mazagaon,NO2,172
2015-12-24 12:00:03.489697,Mazagaon,CO,29
2015-12-24 12:00:03.489697,Mazagaon,O3,70
2015-12-24 12:00:03.489697,Worali,PM10,116
2015-12-24 12:00:03.489697,Worali,PM2.5,194
2015-12-24 12:00:03.489697,Worali,NO2,43
2015-12-24 12:00:03.489697,Worali,CO,29
